"","INCIDENT_NUMBER","LOCATION_DISTRICT","OFFENS_DESCRIPTION","ymd","month","wday","LONGTITUDE","LATITUDE","LOCATION_ADDRESS","CITY","STATE"
"7700","2016-112204",81,"RAPE",2016-10-05,10,"Wednesday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7701","2016-055536",52,"TERR",2016-05-21,5,"Saturday",-92.288492,34.7148417,"1200 W 35TH ST","Little Rock"," Arkansas"
"7702","2016-084717",63,"ROBBERY ",2016-07-29,7,"Friday",-92.3793739,34.7617194,"9300 TREASURE HILL RD","Little Rock"," Arkansas"
"7703","2016-110342",51,"RAPE",1994-01-01,1,"Saturday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7704","2016-071631",90,"ROBBERY ",2016-06-28,6,"Tuesday",-92.3508255,34.6933103,"25 SHERATON DR","Little Rock"," Arkansas"
"7705","2016-072684",54,"ROBBERY ",2016-07-01,7,"Friday",-92.323768,34.740773,"1200 WASHINGTON ST","Little Rock"," Arkansas"
"7706","2016-120595",52,"ROBBERY ",2016-10-25,10,"Tuesday",-92.2921368,34.7293702,"1724 W 21ST ST","Little Rock"," Arkansas"
"7707","2016-014696",80,"RAPE",2016-01-28,1,"Thursday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7708","2016-056670",64,"DOMESTIC BATTERING 2ND DEGREE",2016-05-24,5,"Tuesday",-92.3850655,34.7427205,"9909 KANIS RD","Little Rock"," Arkansas"
"7709","2016-017599",54,"DOMESTIC BATTERING 2ND DEGREE",2016-02-16,2,"Tuesday",-92.2726533,34.7363179,"2 W 13TH ST","Little Rock"," Arkansas"
"7710","2016-062037",51,"RAPE",2016-05-25,5,"Wednesday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7711","2016-082296",53,"TERR",2016-07-23,7,"Saturday",-92.3188307,34.7289011,"4000 W 25TH ST","Little Rock"," Arkansas"
"7712","2016-108369",82,"DOMESTIC BATTERING 2ND DEGREE",2016-09-25,9,"Sunday",-92.3419448,34.6598174,"5709 TRENTON LN","Little Rock"," Arkansas"
"7713","2016-006735",62,"ROBBERY ",2016-01-18,1,"Monday",-92.3685019,34.7132755,"8319 W 44TH ST","Little Rock"," Arkansas"
"7714","2016-009017",91,"THEFT OF PROPERTY FEL",2015-12-25,12,"Friday",-92.3616781,34.6475174,"7412 ROYAL OAKS DR","Little Rock"," Arkansas"
"7715","2016-106859",54,"RAPE",2016-09-20,9,"Tuesday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7716","2016-050662",54,"ROBBERY ",2016-05-09,5,"Monday",-92.3305596,34.7217516,"5100 ASHER AVE","Little Rock"," Arkansas"
"7717","2016-086723",81,"TERR",2016-08-03,8,"Wednesday",-92.3316479,34.686323,"48 WESTMINISTER DR","Little Rock"," Arkansas"
"7718","2016-144065",53,"DOMESTIC BATTERING 2ND DEGREE",2016-12-25,12,"Sunday",-92.313326,34.728628,"3505 W 25TH ST","Little Rock"," Arkansas"
"7719","2016-110434",80,"ROBBERY ",2016-09-30,9,"Friday",-92.3447212,34.7144164,"4202 S UNIVERSITY AVE","Little Rock"," Arkansas"
"7720","2016-022117",53,"RAPE",2016-02-27,2,"Saturday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7721","2016-003077",71,"ROBBERY ",2015-01-08,1,"Thursday",-92.4041971,34.7681225,"1602 GREEN MOUNTAIN DR","Little Rock"," Arkansas"
"7722","2016-122420",40,"RAPE",2016-10-29,10,"Saturday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7723","2016-007014",52,"ROBBERY ",2016-01-18,1,"Monday",-92.281816,34.723979,"2500 S GAINES ST","Little Rock"," Arkansas"
"7724","2016-068428",82,"ROBBERY ",2016-06-21,6,"Tuesday",-92.3196587,34.6638048,"9310 HILARO SPRINGS RD","Little Rock"," Arkansas"
"7725","2016-065521",81,"ROBBERY ",2016-06-14,6,"Tuesday",-92.3562814,34.6731889,"7024 AZALEA DR","Little Rock"," Arkansas"
"7726","2016-107923",72,"BURGLARY COMMERCIAL",2016-09-23,9,"Friday",-92.4447234,34.8022993,"15609 CANTRELL RD","Little Rock"," Arkansas"
"7727","2016-013647",54,"DOMESTIC BATTERING 2ND DEGREE",2016-02-05,2,"Friday",-92.320853,34.7486214,"4301 W MARKHAM ST","Little Rock"," Arkansas"
"7728","2016-127979",93,"ROBBERY ",2016-11-13,11,"Sunday",-92.4311319,34.6525341,"15 NANDINA CIR","Little Rock"," Arkansas"
"7729","2016-036586",51,"RAPE",2016-04-04,4,"Monday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7730","2016-040751",64,"RAPE",2016-04-14,4,"Thursday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7731","2016-135261",42,"DOMESTIC BATTERING 2ND DEGREE",2016-12-02,12,"Friday",-92.1955233,34.7184879,"6605 PECAN LN","Little Rock"," Arkansas"
"7732","2016-089461",62,"RAPE",2016-08-08,8,"Monday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7733","2016-090098",82,"DOMESTIC BATTERING 2ND DEGREE",2016-08-11,8,"Thursday",-92.352555,34.661084,"43 WARREN DR","Little Rock"," Arkansas"
"7734","2016-085991",81,"DOMESTIC BATTERING 1ST DEGREE",2016-08-01,8,"Monday",-92.33535,34.688997,"6600 LANCASTER RD","Little Rock"," Arkansas"
"7735","2016-142759",54,"TERR",2016-12-21,12,"Wednesday",-92.3252051,34.7411431,"4600 W 12TH ST","Little Rock"," Arkansas"
"7736","2016-069902",50,"RAPE",2016-06-24,6,"Friday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7737","2016-084667",90,"TERR",2016-07-28,7,"Thursday",-92.3519934,34.6981731,"38 BELMAR DR","Little Rock"," Arkansas"
"7738","2016-008847",54,"TERR",2016-01-24,1,"Sunday",-92.3330637,34.7254585,"5301 W 29TH ST","Little Rock"," Arkansas"
"7739","2016-134366",53,"HOMICIDE",2016-11-30,11,"Wednesday",-92.3061999,34.7388061,"1300 S WOODROW ST","Little Rock"," Arkansas"
"7740","2016-107485",40,"RAPE",2016-09-23,9,"Friday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7741","2016-003747",91,"ROBBERY ",2016-01-10,1,"Sunday",-92.3631947,34.6608279,"7601 BURNELLE DR","Little Rock"," Arkansas"
"7742","2016-046885",82,"DOMESTIC BATTERING 2ND DEGREE",2016-04-30,4,"Saturday",-92.314516,34.6664109,"9101 AUXOR RD","Little Rock"," Arkansas"
"7743","2016-021572",82,"DOMESTIC BATTERING 2ND DEGREE",2016-02-27,2,"Saturday",-92.317901,34.661512,"3412 ARAPAHO TRL","Little Rock"," Arkansas"
"7744","2016-039159",81,"BURGLARY COMMERCIAL",2016-04-09,4,"Saturday",-92.345278,34.6704422,"8824 GEYER SPRINGS RD","Little Rock"," Arkansas"
"7745","2016-030266",81,"DOMESTIC BATTERING 2ND DEGREE",2016-03-19,3,"Saturday",-92.3199348,34.6780249,"7700 SCOTT HAMILTON DR","Little Rock"," Arkansas"
"7746","2016-095298",82,"ROBBERY ",2016-08-23,8,"Tuesday",-92.343226,34.6659147,"5900 SOUTHWICK DR","Little Rock"," Arkansas"
"7747","2016-002225",41,"TERR",2016-01-06,1,"Wednesday",-92.2691366,34.7245249,"302 E ROOSEVELT RD","Little Rock"," Arkansas"
"7748","2016-030229",53,"ROBBERY ",2016-03-19,3,"Saturday",-92.3032738,34.7464554,"2700 W 6TH ST","Little Rock"," Arkansas"
"7749","2016-134583",64,"ROBBERY ",2016-11-30,11,"Wednesday",-92.369719,34.748509,"401 JOHN BARROW RD","Little Rock"," Arkansas"
"7750","2016-001018",63,"BURGLARY COMMERCIAL",2015-12-08,12,"Tuesday",-92.3618708,34.7733347,"7814 T ST","Little Rock"," Arkansas"
"7751","2016-102427",82,"RAPE",2016-09-10,9,"Saturday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7752","2016-084028",93,"RAPE",2016-07-27,7,"Wednesday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7753","2016-011343",64,"TERR",2016-01-31,1,"Sunday",-92.3761606,34.734676,"2123 LABETTE MANOR DR","Little Rock"," Arkansas"
"7754","2016-023896",64,"RAPE",2016-02-29,2,"Monday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7755","2016-076136",40,"ROBBERY ",2016-07-08,7,"Friday",-92.2692901,34.7420807,"224 E 7TH ST","Little Rock"," Arkansas"
"7756","2016-040410",53,"DOMESTIC BATTERING 2ND DEGREE",2016-04-14,4,"Thursday",-92.3071818,34.7394133,"1212 BOOKER ST","Little Rock"," Arkansas"
"7757","2016-066752",71,"THEFT OF PROPERTY FEL",2016-06-17,6,"Friday",-92.4214117,34.7541606,"13101 CHENAL PKWY","Little Rock"," Arkansas"
"7758","2016-069985",53,"ROBBERY ",2016-06-25,6,"Saturday",-92.3148832,34.7284796,"2501 S MAPLE ST","Little Rock"," Arkansas"
"7759","2016-005720",90,"DOMESTIC BATTERING 2ND DEGREE",2016-01-15,1,"Friday",-92.4093989,34.6763757,"8101 STAGECOACH RD","Little Rock"," Arkansas"
"7760","2016-100073",51,"ROBBERY ",2016-09-05,9,"Monday",-92.2764274,34.7401046,"917 BROADWAY ST","Little Rock"," Arkansas"
"7761","2016-046179",82,"ROBBERY ",2016-04-28,4,"Thursday",-92.3426384,34.6612294,"5810 VALLEY DR","Little Rock"," Arkansas"
"7762","2016-003594",52,"BURGLARY - RESIDENTIAL",2016-01-08,1,"Friday",-92.2791101,34.731467,"1800 BROADWAY ST","Little Rock"," Arkansas"
"7763","2016-120180",62,"HOMICIDE",2016-10-24,10,"Monday",-92.3548941,34.7167756,"7101 COLONEL GLENN RD","Little Rock"," Arkansas"
"7764","2016-104911",53,"TERR",2016-09-17,9,"Saturday",-92.310388,34.72994,"2301 BROWN ST","Little Rock"," Arkansas"
"7765","2016-074842",64,"ROBBERY ",2016-07-06,7,"Wednesday",-92.3950513,34.7438098,"10800 KANIS RD","Little Rock"," Arkansas"
"7766","2016-113477",52,"TERR",2016-10-07,10,"Friday",-92.2914628,34.7264258,"1616 W 24TH ST","Little Rock"," Arkansas"
"7767","2016-090722",64,"DOMESTIC BATTERING 2ND DEGREE",2016-08-12,8,"Friday",-92.3799061,34.7203173,"3612 FOSTER ST","Little Rock"," Arkansas"
"7768","2016-104051",61,"BURGLARY COMMERCIAL",2016-09-14,9,"Wednesday",-92.3706929,34.7529483,"8625 W MARKHAM ST","Little Rock"," Arkansas"
"7769","2016-068118",93,"DOMESTIC BATTERING 2ND DEGREE",2016-06-20,6,"Monday",-92.437897,34.6698848,"61 LEGENDS DR","Little Rock"," Arkansas"
"7770","2016-007696",80,"BURGLARY COMMERCIAL",2016-01-20,1,"Wednesday",-92.3410322,34.7154629,"3901 S UNIVERSITY AV","Little Rock"," Arkansas"
"7771","2016-128135",54,"TERR",2016-11-14,11,"Monday",-92.3295073,34.7428708,"1000 JONESBORO DR","Little Rock"," Arkansas"
"7772","2016-093886",90,"DOMESTIC BATTERING 2ND DEGREE",2016-08-20,8,"Saturday",-92.4122643,34.700097,"1 CONGRESSIONAL DR","Little Rock"," Arkansas"
"7773","2016-057527",40,"ROBBERY ",2016-05-26,5,"Thursday",-92.3192273,34.7357139,"1700 S ELM ST","Little Rock"," Arkansas"
"7774","2016-038521",62,"DOMESTIC BATTERING 2ND DEGREE",2016-04-09,4,"Saturday",-92.3477846,34.718873,"6420 COLONEL GLENN RD","Little Rock"," Arkansas"
"7775","2016-132861",53,"BURGLARY COMMERCIAL",2016-11-26,11,"Saturday",-92.3029723,34.7423973,"2600 W 10TH ST","Little Rock"," Arkansas"
"7776","2016-125305",64,"RAPE",2016-11-06,11,"Sunday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7777","2016-007334",53,"RAPE",2016-01-03,1,"Sunday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7778","2016-048165",54,"BURGLARY COMMERCIAL",2016-05-02,5,"Monday",-92.3255133,34.7218908,"4621 ASHER AVE","Little Rock"," Arkansas"
"7779","2016-107456",71,"BURGLARY COMMERCIAL",2016-09-22,9,"Thursday",-92.4214868,34.7522017,"13111 W MARKHAM ST","Little Rock"," Arkansas"
"7780","2016-062632",52,"ROBBERY ",2016-06-07,6,"Tuesday",-92.3234558,34.7357273,"4425 W 17TH ST","Little Rock"," Arkansas"
"7781","2016-034270",64,"BURGLARY COMMERCIAL",2016-03-29,3,"Tuesday",-92.404411,34.7574527,"11815 MARA LYNN RD","Little Rock"," Arkansas"
"7782","2016-001118",63,"RAPE",2016-01-01,1,"Friday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7783","2016-140479",52,"ROBBERY ",2016-12-15,12,"Thursday",-92.280795,34.7286238,"2101 S GAINES ST","Little Rock"," Arkansas"
"7784","2016-009670",60,"RAPE",2016-01-24,1,"Sunday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7785","2016-044412",62,"ROBBERY ",2016-04-24,4,"Sunday",-92.37231,34.711033,"8700 COLONEL GLENN RD","Little Rock"," Arkansas"
"7786","2016-005130",40,"ROBBERY ",2016-01-14,1,"Thursday",-92.2749654,34.7454105,"400 W CAPITOL AV","Little Rock"," Arkansas"
"7787","2016-003339",52,"DOMESTIC BATTERING 2ND DEGREE",2016-01-09,1,"Saturday",-92.2936497,34.7222982,"2724 WOLFE ST","Little Rock"," Arkansas"
"7788","2016-037332",81,"BURGLARY COMMERCIAL",2016-04-05,4,"Tuesday",-92.3462502,34.6755148,"8201 FRENCHMANS LN","Little Rock"," Arkansas"
"7789","2016-076314",52,"RAPE",2016-07-09,7,"Saturday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7790","2016-072641",41,"TERR",2016-07-01,7,"Friday",-92.2734384,34.7214516,"2810 S SCOTT ST","Little Rock"," Arkansas"
"7791","2016-124132",53,"ROBBERY ",2016-11-03,11,"Thursday",-92.3054684,34.741711,"1003 S WOODROW ST","Little Rock"," Arkansas"
"7792","2016-129167",64,"RAPE",2016-11-16,11,"Wednesday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7793","2016-083036",53,"BURGLARY COMMERCIAL",2016-07-22,7,"Friday",-92.3065444,34.725328,"2901 W ROOSEVELT RD","Little Rock"," Arkansas"
"7794","2016-043178",80,"BURGLARY COMMERCIAL",2016-04-20,4,"Wednesday",-92.3367477,34.7025801,"5130 MABELVALE PIKE","Little Rock"," Arkansas"
"7795","2016-061956",71,"BURGLARY COMMERCIAL",2016-06-06,6,"Monday",-92.4089401,34.7586921,"501 NAPA VALLEY DR","Little Rock"," Arkansas"
"7796","2016-032649",70,"ROBBERY ",2016-03-26,3,"Saturday",-92.406051,34.796165,"11700 PLEASANT RIDGE RD","Little Rock"," Arkansas"
"7797","2016-000416",41,"HOMICIDE",2016-01-01,1,"Friday",-92.2688476,34.7275622,"500 E 22ND ST","Little Rock"," Arkansas"
"7798","2016-031273",53,"RAPE",2016-03-21,3,"Monday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7799","2016-082576",51,"ROBBERY ",2016-07-23,7,"Saturday",-92.2804601,34.7437087,"814 W 7TH ST","Little Rock"," Arkansas"
"7800","2016-103779",64,"ROBBERY ",2016-09-14,9,"Wednesday",-92.3977172,34.7329683,"2600 S SHACKLEFORD RD","Little Rock"," Arkansas"
"7801","2016-098927",51,"BURGLARY COMMERCIAL",2016-09-01,9,"Thursday",-92.2855862,34.7374455,"1116 W DAISY L GATSON BATES DR","Little Rock"," Arkansas"
"7802","2016-125382",51,"THEFT OF PROPERTY FEL",2016-11-05,11,"Saturday",-92.2796424,34.7369592,"1307 S GAINES ST","Little Rock"," Arkansas"
"7803","2016-086201",82,"TERR",2016-07-31,7,"Sunday",-92.317689,34.6646805,"3507 COFFER LN","Little Rock"," Arkansas"
"7804","2016-006239",70,"ROBBERY ",2016-01-17,1,"Sunday",-92.3997525,34.7930761,"11401 CANTRELL RD","Little Rock"," Arkansas"
"7805","2016-037443",53,"TERR",2016-04-06,4,"Wednesday",-92.3061999,34.7388061,"1300 S WOODROW ST","Little Rock"," Arkansas"
"7806","2016-113087",52,"ROBBERY ",2016-10-07,10,"Friday",-92.294825,34.7216405,"1904 W 29TH ST","Little Rock"," Arkansas"
"7807","2016-097974",52,"ROBBERY ",2016-08-31,8,"Wednesday",-92.2983267,34.7254257,"2218 W ROOSEVELT RD","Little Rock"," Arkansas"
"7808","2016-045326",52,"ROBBERY ",2016-04-25,4,"Monday",-92.292321,34.7324,"1700 WRIGHT AVE","Little Rock"," Arkansas"
"7809","2016-097131",43,"TERR",2016-08-29,8,"Monday",-92.2662301,34.7284581,"2100 BRAGG ST","Little Rock"," Arkansas"
"7810","2016-039199",81,"DOMESTIC BATTERING 2ND DEGREE",2016-04-11,4,"Monday",-92.342077,34.6673532,"5813 BASELINE RD","Little Rock"," Arkansas"
"7811","2016-058430",53,"ROBBERY ",2016-05-28,5,"Saturday",-92.330662,34.720591,"5103 ASHER","Little Rock"," Arkansas"
"7812","2016-065368",80,"DOMESTIC BATTERING 2ND DEGREE",2016-06-14,6,"Tuesday",-92.3425999,34.6965078,"5803 GEYER SPRINGS RD","Little Rock"," Arkansas"
"7813","2016-049075",63,"ROBBERY ",2016-05-05,5,"Thursday",-92.3946309,34.7696134,"10901 N RODNEY PARHAM RD","Little Rock"," Arkansas"
"7814","2016-031516",71,"BURGLARY - RESIDENTIAL",2016-03-22,3,"Tuesday",-92.4214868,34.7522017,"13111 W MARKHAM ST","Little Rock"," Arkansas"
"7815","2016-010439",52,"DOMESTIC BATTERING 2ND DEGREE",2016-01-28,1,"Thursday",-92.2858749,34.7150633,"3407 S CHESTER ST","Little Rock"," Arkansas"
"7816","2016-121330",40,"RAPE",2016-10-26,10,"Wednesday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7817","2016-102358",80,"HOMICIDE",2016-09-10,9,"Saturday",-92.3372819,34.7031193,"5517 W 51ST ST","Little Rock"," Arkansas"
"7818","2016-070352",64,"DOMESTIC BATTERING 2ND DEGREE",2016-06-26,6,"Sunday",-92.374594,34.73321,"8920 MORRIS MANOR DR","Little Rock"," Arkansas"
"7819","2016-095909",61,"TERR",2016-08-25,8,"Thursday",-92.3669983,34.7498981,"419 CARPENTER DR","Little Rock"," Arkansas"
"7820","2016-137185",40,"BURGLARY COMMERCIAL",2016-12-02,12,"Friday",-92.2732696,34.7440534,"229 W CAPITOL","Little Rock"," Arkansas"
"7821","2016-058380",54,"ROBBERY ",2016-05-28,5,"Saturday",-92.3212218,34.7242897,"4203 ASHER","Little Rock"," Arkansas"
"7822","2016-034069",51,"RAPE",2016-03-29,3,"Tuesday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7823","2016-122331",80,"RAPE",2016-10-27,10,"Thursday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7824","2016-136297",64,"BURGLARY COMMERCIAL",2016-12-02,12,"Friday",-92.3908119,34.7531666,"204 EXECUTIVE CT","Little Rock"," Arkansas"
"7825","2016-099942",54,"TERR",2016-09-04,9,"Sunday",-92.3344924,34.7405863,"1200 FAIR PARK","Little Rock"," Arkansas"
"7826","2016-110143",52,"RAPE",2016-09-29,9,"Thursday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7827","2016-105672",50,"BURGLARY COMMERCIAL",2016-09-18,9,"Sunday",-92.3155541,34.7807155,"3400 REBSAMEN PARK RD","Little Rock"," Arkansas"
"7828","2016-144417",54,"TERR",2016-12-26,12,"Monday",-92.31644,34.7265499,"3800 ASHER","Little Rock"," Arkansas"
"7829","2016-078116",63,"ROBBERY ",2016-07-13,7,"Wednesday",-92.3927462,34.7703817,"10720 N RODNEY PARHAM RD","Little Rock"," Arkansas"
"7830","2016-084881",43,"BURGLARY COMMERCIAL",2015-07-28,7,"Tuesday",-92.2610341,34.7204266,"2905 BARBER ST","Little Rock"," Arkansas"
"7831","2016-077497",61,"ROBBERY ",2016-07-12,7,"Tuesday",-92.3624009,34.730991,"7900 W 25TH ST","Little Rock"," Arkansas"
"7832","2016-123407",54,"DOMESTIC BATTERING 2ND DEGREE",2016-11-01,11,"Tuesday",-92.3329063,34.7256309,"5300 W 29TH ST","Little Rock"," Arkansas"
"7833","2016-138634",50,"ROBBERY ",2016-12-11,12,"Sunday",-92.3002408,34.75858,"1021 JESSIE RD","Little Rock"," Arkansas"
"7834","2016-008629",54,"DOMESTIC BATTERING 1ST DEGREE",2016-01-24,1,"Sunday",-92.3180918,34.7260516,"3910 ASHER AVE","Little Rock"," Arkansas"
"7835","2016-050981",43,"DOMESTIC BATTERING 2ND DEGREE",2016-05-10,5,"Tuesday",-92.2529814,34.709242,"8 BALTIMORE ST","Little Rock"," Arkansas"
"7836","2016-078325",54,"DISCHARGE OF A FIREARM FROM A VEHICLE",2016-07-14,7,"Thursday",-92.3353561,34.7280688,"2600 FAIR PARK BLVD","Little Rock"," Arkansas"
"7837","2016-019860",51,"ROBBERY ",2016-02-22,2,"Monday",-92.2860176,34.7164676,"3300 S CHESTER ST","Little Rock"," Arkansas"
"7838","2016-007209",81,"HOMICIDE",2016-01-19,1,"Tuesday",-92.318126,34.6717562,"8510 SCOTT HAMILTON DR","Little Rock"," Arkansas"
"7839","2016-030535",81,"DOMESTIC BATTERING 2ND DEGREE",2016-03-20,3,"Sunday",-92.3216668,34.6728149,"3826 COMMUNITY LN","Little Rock"," Arkansas"
"7840","2016-011302",80,"HOMICIDE",2016-01-30,1,"Saturday",-92.3342388,34.7198472,"5400 ASHER AVE","Little Rock"," Arkansas"
"7841","2016-001321",62,"ROBBERY ",2016-01-04,1,"Monday",-92.3410322,34.7154629,"3901 S UNIVERSITY","Little Rock"," Arkansas"
"7842","2016-054947",53,"ROBBERY ",2016-05-19,5,"Thursday",-92.3054676,34.7395865,"1201 S WOODROW ST","Little Rock"," Arkansas"
"7843","2016-092307",60,"TERR",2016-08-16,8,"Tuesday",-92.353273,34.767858,"7111 INDIANA","Little Rock"," Arkansas"
"7844","2016-106464",51,"ROBBERY ",2016-09-20,9,"Tuesday",-92.3018222,34.7380393,"2508 W DAISY L GATSON BATES DR","Little Rock"," Arkansas"
"7845","2016-139040",81,"BURGLARY COMMERCIAL",2016-12-11,12,"Sunday",-92.3478215,34.6796343,"8624 INTERSTATE 30","Little Rock"," Arkansas"
"7846","2016-050999",80,"ROBBERY ",2016-05-10,5,"Tuesday",-92.3347204,34.690938,"5200 W 65TH ST","Little Rock"," Arkansas"
"7847","2016-091163",43,"BURGLARY COMMERCIAL",2016-08-12,8,"Friday",-92.2595389,34.7195882,"3000 CONFEDERATE BLVD","Little Rock"," Arkansas"
"7848","2016-130190",41,"ROBBERY ",2016-11-18,11,"Friday",-92.2673862,34.7243631,"612 E ROOSEVELT RD","Little Rock"," Arkansas"
"7849","2016-128654",80,"ROBBERY ",2016-11-15,11,"Tuesday",-92.333815,34.7008631,"89 LANCASTER RD","Little Rock"," Arkansas"
"7850","2016-134722",54,"RAPE",2016-12-01,12,"Thursday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7851","2016-133919",53,"BURGLARY COMMERCIAL",2016-11-28,11,"Monday",-92.3133235,34.7259414,"3600 W ROOSEVELT RD","Little Rock"," Arkansas"
"7852","2016-037723",71,"ROBBERY ",2016-04-07,4,"Thursday",-92.4129976,34.7559662,"12610 CHENAL PKWY","Little Rock"," Arkansas"
"7853","2016-056107",50,"TERR",2016-05-22,5,"Sunday",-92.3107366,34.7512743,"3314 W MARKHAM ST","Little Rock"," Arkansas"
"7854","2016-026450",82,"RAPE",2016-03-10,3,"Thursday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7855","2016-070621",50,"RAPE",2016-06-20,6,"Monday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7856","2016-139748",80,"TERR",2016-12-14,12,"Wednesday",-92.3303063,34.701605,"3 CARLA ST","Little Rock"," Arkansas"
"7857","2016-050328",52,"ROBBERY ",2016-05-08,5,"Sunday",-92.289629,34.7320562,"1850 DR MARTIN LUTHER KING DR","Little Rock"," Arkansas"
"7858","2016-062075",60,"ROBBERY ",2016-06-06,6,"Monday",-92.3415402,34.750151,"310 S UNIVERSITY AVE","Little Rock"," Arkansas"
"7859","2016-051089",62,"DOMESTIC BATTERING 2ND DEGREE",2016-05-09,5,"Monday",-92.344411,34.7199979,"27 PURDUE","Little Rock"," Arkansas"
"7860","2016-145172",61,"TERR",2016-12-27,12,"Tuesday",-92.369479,34.737018,"8500 KELLER DR","Little Rock"," Arkansas"
"7861","2016-084091",64,"RAPE",2016-07-22,7,"Friday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7862","2016-092764",81,"ROBBERY ",2016-08-18,8,"Thursday",-92.3453224,34.677825,"6100 MITCHELL DR","Little Rock"," Arkansas"
"7863","2016-076286",51,"ROBBERY ",2016-07-09,7,"Saturday",-92.2829693,34.749576,"1111 W MARKHAM ST","Little Rock"," Arkansas"
"7864","2016-102268",91,"ROBBERY ",2016-09-10,9,"Saturday",-92.3833676,34.665388,"11 MABELVALE PLAZA LN","Little Rock"," Arkansas"
"7865","2016-032808",90,"TERR",2016-03-26,3,"Saturday",-92.3568596,34.6930824,"21 BROOKVIEW DR","Little Rock"," Arkansas"
"7866","2016-133554",64,"BURGLARY COMMERCIAL",2016-11-23,11,"Wednesday",-92.3895582,34.7394926,"1515 ALDERSGATE RD","Little Rock"," Arkansas"
"7867","2016-034593",62,"RAPE",2016-03-31,3,"Thursday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7868","2016-101513",91,"ROBBERY ",2016-09-08,9,"Thursday",-92.3584786,34.6511641,"10900 KING ARTHURS CT","Little Rock"," Arkansas"
