"","lon","lat"
"303",-92.3773885,34.7199426
"304",-92.3884584,34.6557356
"305",-92.40032,34.7578928
"306",-92.3699285,34.6373362
"307",-92.3339967,34.7212108
"308",-92.4173489,34.7925259
"309",-92.4173489,34.7925259
"310",-92.3350286,34.741862
"311",-92.4107978,34.7000395
"312",-92.3810052,34.7597157
"313",-92.3830976,34.692639
"314",-92.3977365,34.6582191
"315",-92.3884584,34.6557356
"316",-92.3801087,34.6319114
"317",-92.371127,34.635941
"318",-92.4294544,34.6591092
"319",-92.3884584,34.6557356
"320",-92.429611,34.6704145
"321",-92.3702177,34.6331185
"322",-92.3339967,34.7212108
"323",-92.3658031,34.6537007
"324",-92.4088297,34.7576014
"325",-92.3307939,34.6924991
"326",-92.3888639,34.6480698
"327",-92.3347782,34.740033
"328",-92.4294544,34.6591092
"329",-92.429611,34.6704145
"330",-92.266468,34.7425281
"331",-92.3618613,34.7252829
"332",-92.3339967,34.7212108
"333",-92.3655437,34.7030444
"334",-92.4173489,34.7925259
"335",-92.3739772,34.6514261
"336",-92.3657164,34.6519207
"337",-92.429611,34.6704145
"338",-92.3700924,34.6544924
"339",-92.3696586,34.6500844
"340",-92.3339967,34.7212108
"341",-92.3298403,34.7029829
"342",-92.4877971,34.8175116
"343",-92.4877971,34.8175116
"344",-92.3742471,34.6514209
"345",-92.369514,34.6544172
"346",-92.3661887,34.653175
"347",-92.4230908,34.6716253
"348",-92.3882853,34.6293329
"349",-92.4227185,34.6718129
"350",-92.4002637,34.7578367
"351",-92.3665935,34.6520226
"352",-92.3339967,34.7212108
"353",-92.2450982,34.7361458
"354",-92.2895948,34.7464809
"355",-92.3956423,34.7666341
"356",-92.335202,34.7315673
"357",-92.189564,34.71998
"358",-92.266531,34.741992
"359",-92.3339967,34.7212108
"360",-92.4230794,34.6714719
"361",-92.296373,34.7483177
"362",-92.3264628,34.6804462
"363",-92.3760904,34.6502211
"364",-92.4426101,34.739994
"365",-92.3696586,34.6500844
"366",-92.3527906,34.653998
"367",-92.3930685,34.6376637
"368",-92.4877971,34.8175116
"369",-92.4227158,34.6718538
"370",-92.3307939,34.6924991
"371",-92.3424854,34.7502885
"372",-92.4141394,34.6751326
"373",-92.4058198,34.661753
"374",-92.3884584,34.6557356
"375",-92.3342162,34.7405306
"376",-92.3884584,34.6557356
"377",-92.3342388,34.7220483
"378",-92.2021476,34.7220234
"379",-92.4041274,34.6441219
"380",-92.196275,34.725664
"381",-92.3012367,34.7398009
"382",-92.1914989,34.708722
"383",-92.196275,34.725664
"384",-92.4144063,34.6281294
"385",-92.3542125,34.6548835
"386",-92.3507778,34.6568334
"387",-92.3351604,34.7438966
"388",-92.3455311,34.7523896
"389",-92.3307939,34.6924991
"390",-92.2894477,34.7237209
"391",-92.3715656,34.6452983
"392",-92.3344924,34.7405863
"393",-92.1889174,34.7181746
"394",-92.4018539,34.7482874
"395",-92.4001093,34.7461247
"396",-92.3336031,34.7436583
"397",-92.3637509,34.7126975
"398",-92.3347277,34.7356633
"399",-92.3325289,34.7338309
"400",-92.3336031,34.7436583
"401",-92.3278604,34.6683168
"402",-92.3610035,34.7450739
"403",-92.3339967,34.7212108
"404",-92.289988,34.7438376
"405",-92.4088297,34.7576014
"406",-92.3637509,34.7126975
"407",-92.3714708,34.6527704
"408",-92.2451751,34.735756
"409",-92.3432867,34.7168478
"410",-92.395415,34.629719
"411",-92.3692345,34.6454708
"412",-92.4059034,34.6557026
"413",-92.3901526,34.6408607
"414",-92.3878938,34.6553247
"415",-92.330016,34.7702867
"416",-92.4002637,34.7578367
"417",-92.3877453,34.6550456
"418",-92.4870792,34.8149491
"419",-92.1889082,34.7139911
"420",-92.3978908,34.7476135
"421",-92.375616,34.6486515
"422",-92.404915,34.7039929
"423",-92.3339113,34.7442565
"424",-92.3674417,34.6547704
"425",-92.3713937,34.6522968
"426",-92.3567054,34.7078058
"427",-92.3343692,34.7438592
"428",-92.4750298,34.7891636
"429",-92.4259293,34.6580654
"430",-92.2895948,34.7464809
"431",-92.3726662,34.6532224
"432",-92.1889197,34.7139109
"433",-92.2073741,34.7248135
"434",-92.4275013,34.6404526
"435",-92.3758474,34.7298998
"436",-92.3972252,34.7485992
"437",-92.4271734,34.6584075
"438",-92.3708235,34.7206367
"439",-92.3348937,34.7264378
"440",-92.3932807,34.6625602
"441",-92.2834155,34.751463
"442",-92.24169,34.74165
"443",-92.4454571,34.739559
"444",-92.3403016,34.667142
"445",-92.4170887,34.633196
"446",-92.4001093,34.7461247
"447",-92.193432,34.723433
"448",-92.4001093,34.7461247
"449",-92.4457909,34.740019
"450",-92.422089,34.670457
"451",-92.3972252,34.7485992
"452",-92.4426101,34.739994
"453",-92.4076597,34.6523955
"454",-92.3649357,34.6264377
"455",-92.3657646,34.6523193
"456",-92.1889197,34.7139109
"457",-92.3528381,34.7658691
"458",-92.385893,34.655633
"459",-92.287304,34.738163
"460",-92.4239599,34.67221
"461",-92.3513008,34.7696104
"462",-92.3653793,34.7345138
"463",-92.3801858,34.6362733
"464",-92.4060054,34.7063095
"465",-92.3725119,34.6486901
"466",-92.3726641,34.6511583
"467",-92.3864917,34.6443797
"468",-92.3336031,34.7436583
"469",-92.4060054,34.7063095
"470",-92.3910212,34.626529
"471",-92.4230889,34.6715636
"472",-92.4060054,34.7063095
"473",-92.4096945,34.7091686
"474",-92.4588285,34.7663562
"475",-92.409336,34.7088337
"476",-92.4080935,34.6610486
"477",-92.3427392,34.7486663
"478",-92.4080935,34.6610486
"479",-92.2018613,34.7244165
"480",-92.3421819,34.717666
"481",-92.4877971,34.8175116
"482",-92.4060054,34.7063095
"483",-92.3906639,34.6607963
"484",-92.2895948,34.7464809
"485",-92.3863426,34.6668349
"486",-92.4294544,34.6591092
"487",-92.3175716,34.7258264
"488",-92.1889197,34.7139109
"489",-92.4077083,34.7331345
"490",-92.2808782,34.7118928
"491",-92.4089401,34.7586921
"492",-92.4239599,34.67221
"493",-92.4060054,34.7063095
"494",-92.2073741,34.7248135
"495",-92.5755881,34.619834
"496",-92.3351249,34.7320434
"497",-92.3336031,34.7436583
"498",-92.4001093,34.7461247
"499",-92.3076998,34.7464493
"500",-92.4245384,34.631191
"501",-92.3047605,34.735953
"502",-92.3350286,34.741862
"503",-92.416558,34.6426561
"504",-92.369196,34.6448668
"505",-92.3348837,34.722195
"506",-92.2899533,34.7354488
"507",-92.304131,34.688131
"508",-92.3336031,34.7436583
"509",-92.3929721,34.6560017
"510",-92.4045335,34.6556133
"511",-92.4018539,34.7482874
"512",-92.3617938,34.6697063
"513",-92.4426101,34.739994
"514",-92.4060054,34.7063095
"515",-92.4058198,34.661753
"516",-92.4001093,34.7461247
"517",-92.3339967,34.7212108
"518",-92.408208,34.639204
"519",-92.422777,34.672539
"520",-92.4457909,34.740019
"521",-92.4173489,34.7925259
"522",-92.4294544,34.6591092
"523",-92.3866556,34.6560494
"524",-92.3972736,34.6576235
"525",-92.3849296,34.6938768
"526",-92.1887446,34.7188036
"527",-92.264825,34.713571
"528",-92.3723962,34.6538755
"529",-92.4918167,34.7887988
"530",-92.4060054,34.7063095
"531",-92.4265265,34.8007457
"532",-92.3860096,34.6414733
"533",-92.394826,34.7474975
"534",-92.3336031,34.7436583
"535",-92.4023396,34.6439819
"536",-92.4286485,34.6387926
"537",-92.4170694,34.6309283
"538",-92.3972252,34.7485992
"539",-92.3742471,34.6514209
"540",-92.407345,34.7957389
"541",-92.20304,34.724973
"542",-92.4141361,34.7314155
"543",-92.1944095,34.722004
"544",-92.361917,34.630058
"545",-92.4048937,34.6498509
"546",-92.3343158,34.7380138
"547",-92.3343544,34.7372795
"548",-92.4088297,34.7576014
"549",-92.3933,34.662236
"550",-92.373403,34.6373123
"551",-92.3893268,34.6297014
"552",-92.3701213,34.6527102
"553",-92.2785544,34.7489109
"554",-92.3292884,34.737786
"555",-92.4351172,34.8026027
"556",-92.410818,34.752332
"557",-92.4426101,34.739994
"558",-92.366767,34.7568484
"559",-92.4060054,34.7063095
"560",-92.3248598,34.695423
"561",-92.3350286,34.741862
"562",-92.3685019,34.6508411
"563",-92.4003156,34.7578378
"564",-92.375616,34.6486515
"565",-92.2809477,34.7104051
"566",-92.380882,34.643079
"567",-92.3006563,34.7558083
"568",-92.2895948,34.7464809
"569",-92.4165827,34.6268492
"570",-92.429611,34.6704145
"571",-92.404915,34.7039929
"572",-92.3432867,34.7168478
"573",-92.3945152,34.6578718
"574",-92.27135,34.748972
"575",-92.1889197,34.7139109
"576",-92.3623314,34.6703873
"577",-92.4001093,34.7461247
"578",-92.4265322,34.6586297
"579",-92.3337402,34.697703
"580",-92.4556307,34.7766926
"581",-92.4305594,34.6577666
"582",-92.1889197,34.7139109
"583",-92.3623314,34.6703873
"584",-92.3343471,34.7384135
"585",-92.4294544,34.6591092
"586",-92.3875139,34.62978
"587",-92.3342388,34.7220483
"588",-92.4227185,34.6718129
"589",-92.3488428,34.7577117
"590",-92.2018805,34.725042
"591",-92.3656813,34.6491779
"592",-92.4019796,34.7482386
"593",-92.3336031,34.7436583
"594",-92.4001093,34.7461247
"595",-92.3884584,34.6557356
"596",-92.3432867,34.7168478
"597",-92.3349708,34.7236311
"598",-92.3350286,34.741862
"599",-92.4305594,34.6577666
"600",-92.3744839,34.6563542
"601",-92.4170694,34.6309283
"602",-92.3432867,34.7168478
"603",-92.3972252,34.7485992
"604",-92.3896739,34.6277937
"605",-92.3339967,34.7212108
"606",-92.3884584,34.6557356
"607",-92.4173489,34.7925259
"608",-92.404915,34.7039929
"609",-92.3659188,34.6516253
"610",-92.2895948,34.7464809
"611",-92.3662747,34.6497118
"612",-92.3989105,34.6548107
"613",-92.4336728,34.6637221
"614",-92.369514,34.6544172
"615",-92.1889197,34.7139109
"616",-92.4060054,34.7063095
"617",-92.1889174,34.7181746
"618",-92.369167,34.6659336
"619",-92.275363,34.7482126
"620",-92.3345277,34.7345793
"621",-92.391015,34.6265343
"622",-92.3341039,34.7432604
"623",-92.3968887,34.641187
"624",-92.3341039,34.7432604
"625",-92.3307939,34.6924991
"626",-92.3248585,34.756725
"627",-92.3502134,34.7470474
"628",-92.3341039,34.7432604
"629",-92.3404383,34.7338108
"630",-92.4305594,34.6577666
"631",-92.1889197,34.7139109
"632",-92.448899,34.796821
"633",-92.3394787,34.627942
"634",-92.4168641,34.7540244
"635",-92.3339967,34.7212108
"636",-92.2667117,34.7476084
"637",-92.3889762,34.6574194
"638",-92.2021476,34.7220234
"639",-92.1889197,34.7139109
"640",-92.1899544,34.7140329
"641",-92.3260115,34.6861956
"642",-92.1889197,34.7139109
"643",-92.4011194,34.7482256
"644",-92.2895948,34.7464809
"645",-92.3701213,34.6527102
"646",-92.3601361,34.7741015
"647",-92.3298403,34.7029829
"648",-92.3298403,34.7029829
"649",-92.363914,34.6440618
"650",-92.1899544,34.7140329
"651",-92.3693695,34.6338262
"652",-92.3759824,34.6514736
"653",-92.3724556,34.6474054
"654",-92.3418351,34.7269708
"655",-92.3724541,34.7211619
"656",-92.3336031,34.7436583
"657",-92.1889197,34.7139109
"658",-92.3488596,34.6729852
"659",-92.3421819,34.717666
"660",-92.3339967,34.7212108
"661",-92.3046213,34.7421584
"662",-92.2904121,34.7303688
"663",-92.1896865,34.7099524
"664",-92.3336031,34.7436583
"665",-92.3763394,34.736005
"666",-92.3349323,34.7235024
"667",-92.4003128,34.7578141
"668",-92.1896848,34.7100116
"669",-92.3558811,34.7419232
"670",-92.4001093,34.7461247
"671",-92.1998001,34.7212606
"672",-92.355347,34.690363
"673",-92.376516,34.7610474
"674",-92.3292113,34.7387368
"675",-92.4522634,34.7712125
"676",-92.3341039,34.7432604
"677",-92.3347011,34.7229026
"678",-92.2703803,34.7481034
"679",-92.4001093,34.7461247
"680",-92.4001093,34.7461247
"681",-92.4294544,34.6591092
"682",-92.280586,34.749996
"683",-92.3301901,34.7470271
"684",-92.1889197,34.7139109
"685",-92.3339884,34.7218157
"686",-92.3884584,34.6557356
"687",-92.3715094,34.6473273
"688",-92.3513993,34.7493086
"689",-92.3339113,34.7442565
"690",-92.270896,34.7184946
"691",-92.1889197,34.7139109
"692",-92.404915,34.7039929
"693",-92.4101353,34.754134
"694",-92.22595,34.708766
"695",-92.4035046,34.6505692
"696",-92.4011194,34.7482256
"697",-92.1897111,34.7091049
"698",-92.3653598,34.6769217
"699",-92.2239402,34.6262513
"700",-92.3777563,34.6510504
"701",-92.1889197,34.7139109
"702",-92.3972252,34.7485992
"703",-92.1889197,34.7139109
"704",-92.3303964,34.7519026
"705",-92.3623314,34.6703873
"706",-92.368869,34.648648
"707",-92.1889174,34.7181746
"708",-92.3341039,34.7432604
"709",-92.3776384,34.6743843
"710",-92.4899166,34.7875773
"711",-92.3341039,34.7432604
"712",-92.3339967,34.7212108
"713",-92.270896,34.7184946
"714",-92.289988,34.7438376
"715",-92.2020821,34.726236
"716",-92.1889197,34.7139109
"717",-92.1889197,34.7139109
"718",-92.4165827,34.6268492
"719",-92.43475,34.6625846
"720",-92.481629,34.7762022
"721",-92.4058198,34.661753
"722",-92.4157571,34.7448458
"723",-92.4085092,34.7117631
"724",-92.4011194,34.7482256
"725",-92.4080935,34.6610486
"726",-92.334624,34.7317509
"727",-92.4080935,34.6610486
"728",-92.3914603,34.6408992
"729",-92.1889197,34.7139109
"730",-92.3710467,34.6499711
"731",-92.2691542,34.7403914
"732",-92.3729939,34.649739
"733",-92.4011194,34.7482256
"734",-92.1899544,34.7140329
"735",-92.4271635,34.7510698
"736",-92.3336031,34.7436583
"737",-92.3942258,34.6407082
"738",-92.4176676,34.6269202
"739",-92.3881959,34.6540729
"740",-92.4080935,34.6610486
"741",-92.3348937,34.7376576
"742",-92.4080935,34.6610486
"743",-92.4371317,34.6700405
"744",-92.4426101,34.739994
"745",-92.1889197,34.7139109
"746",-92.3307939,34.6924991
"747",-92.4877971,34.8175116
"748",-111.8314724,33.4151843
"749",-92.4018539,34.7482874
"750",-92.4011194,34.7482256
"751",-92.1889197,34.7139109
"752",-92.4080935,34.6610486
"753",-92.4273885,34.6586883
"754",-92.3347782,34.740033
"755",-92.427453,34.7500934
"756",-92.3910101,34.7423294
"757",-92.368869,34.648648
"758",-92.4162588,34.6354372
"759",-92.3773885,34.7199426
"760",-92.3537719,34.771871
"761",-92.3884584,34.6557356
"762",-92.3656813,34.6491779
"763",-92.4870792,34.8149491
"764",-92.4139817,34.7448808
"765",-92.3350286,34.741862
"766",-92.4001093,34.7461247
"767",-92.3434678,34.6868458
"768",-92.3848098,34.6985228
"769",-92.3675381,34.6449421
"770",-92.3588062,34.6706573
"771",-92.3348937,34.7264378
"772",-92.3152175,34.7681601
"773",-92.3014588,34.7632991
"774",-92.4173489,34.7925259
"775",-92.2796021,34.7360685
"776",-92.3339967,34.7212108
"777",-92.3348937,34.7264378
"778",-92.4060054,34.7063095
"779",-92.3990162,34.7462934
"780",-92.3348937,34.7264378
"781",-92.1998001,34.7212606
"782",-92.4173489,34.7925259
"783",-92.3674995,34.6525881
"784",-92.3954131,34.6408397
"785",-92.3865299,34.654839
"786",-92.3343471,34.7384135
"787",-92.4151724,34.6299973
"788",-92.334498,34.7344487
"789",-92.4877971,34.8175116
"790",-92.3799932,34.7209068
"791",-92.4130941,34.7448552
"792",-92.3863426,34.6668349
"793",-92.3348167,34.7394282
"794",-92.245127,34.736005
"795",-92.417339,34.643445
"796",-92.429611,34.6704145
"797",-92.3339967,34.7212108
"798",-92.4557595,34.7971865
"799",-92.382172,34.7207141
"800",-92.3775519,34.6768298
"801",-92.429611,34.6704145
"802",-92.3344699,34.7360691
"803",-92.390214,34.6271351
"804",-92.3846513,34.6986642
"805",-92.4173489,34.7925259
"806",-92.3490893,34.6751966
"807",-92.3724556,34.6474054
"808",-92.3319019,34.65949
"809",-92.3347396,34.7285553
"810",-92.4002637,34.7578367
"811",-92.431034,34.6525319
"812",-92.376925,34.648614
"813",-92.3961355,34.6618134
"814",-92.4454571,34.739559
"815",-92.3336031,34.7436583
"816",-92.270896,34.7184946
"817",-92.4060054,34.7063095
"818",-92.3824805,34.6374598
"819",-92.4253105,34.7405794
"820",-92.4168872,34.6442993
"821",-92.3720106,34.6499956
"822",-92.3342168,34.7211324
"823",-92.3735145,34.6514351
"824",-92.3339967,34.7212108
"825",-92.3650899,34.7393858
"826",-92.4088297,34.7576014
"827",-92.3071929,34.7336518
"828",-92.4285466,34.6819653
"829",-92.3952762,34.7491988
"830",-92.3927451,34.6300607
"831",-92.2073741,34.7248135
"832",-92.1887446,34.7188036
"833",-92.3715711,34.6451061
"834",-92.4002616,34.7578187
"835",-92.3434678,34.6868458
"836",-92.4870792,34.8149491
"837",-92.4080935,34.6610486
"838",-92.4145986,34.6295564
"839",-92.3410117,34.7558757
"840",-92.2895948,34.7464809
"841",-92.3339967,34.7212108
"842",-92.3994534,34.7472162
"843",-92.3850977,34.6981673
"844",-92.4821122,34.7688422
"845",-92.3163947,34.7276841
"846",-92.3800701,34.7730248
"847",-92.3448156,34.7493548
"848",-92.429803,34.746632
"849",-92.2718182,34.7233026
"850",-92.27667,34.7426378
"851",-92.3095847,34.7305943
"852",-92.373071,34.7601557
"853",-92.345278,34.6704422
"854",-92.3054676,34.7395865
"855",-92.3772935,34.7817479
"856",-92.2606805,34.7376399
"857",-92.3946309,34.7696134
"858",-92.3726902,34.7410792
"859",-92.3946309,34.7696134
"860",-92.4310321,34.6528177
"861",-92.3009209,34.7411469
"862",-92.2700407,34.7417049
"863",-92.3472049,34.6704916
"864",-92.3636635,34.7755213
"865",-92.3477248,34.678789
"866",-92.3737212,34.73991
"867",-92.3350075,34.7414601
"868",-92.493426,34.815308
"869",-92.2904968,34.7348638
"870",-92.288791,34.7490044
"871",-92.3956339,34.7280898
"872",-92.324454,34.7410927
"873",-92.3525041,34.6591831
"874",-92.315018,34.7392436
"875",-92.4534844,34.7622336
"876",-92.334044,34.78106
"877",-92.3673838,34.7094989
"878",-92.3975621,34.7283127
"879",-92.3622178,34.642453
"880",-92.4101162,34.7484792
"881",-92.2940966,34.7329032
"882",-92.3490213,34.7320325
"883",-92.3581702,34.6948272
"884",-92.3975621,34.7283127
"885",-92.3629179,34.720282
"886",-92.375494,34.6703464
"887",-92.3448156,34.7493548
"888",-92.2700407,34.7417049
"889",-92.3613334,34.7766816
"890",-92.3699875,34.752882
"891",-92.4091888,34.7117192
