DATE,TMAX,TMIN
8/1/18,88,64
8/2/18,91,69
8/3/18,92,69
8/4/18,91,71
8/5/18,93,74
8/6/18,95,73
8/7/18,96,71
8/8/18,85,69
8/9/18,81,69
8/10/18,92,68
8/11/18,93,71
8/12/18,88,71
8/13/18,78,71
8/14/18,83,70
8/15/18,83,74
8/16/18,93,76
8/17/18,82,70
8/18/18,88,69
8/19/18,87,71
8/20/18,88,70
8/21/18,81,68
8/22/18,85,68
8/23/18,83,65
8/24/18,89,67
8/25/18,93,72
8/26/18,91,74
8/27/18,90,73
8/28/18,90,75
8/29/18,88,73
8/30/18,89,72
9/1/18,91,70
9/2/18,88,72
9/3/18,73,71
9/4/18,88,71
9/5/18,88,71
9/6/18,90,71
9/7/18,80,71
9/8/18,81,72
9/9/18,84,66
9/10/18,72,64
9/11/18,78,63
9/12/18,75,63
9/13/18,76,65
9/14/18,88,65
9/15/18,90,73
9/16/18,90,71
9/17/18,90,71
9/18/18,90,73
9/19/18,94,73
9/20/18,94,73
9/21/18,93,73
9/22/18,88,62
9/23/18,63,60
9/24/18,65,61
9/25/18,80,65
9/26/18,86,69
9/27/18,70,55
9/28/18,64,55
9/29/18,74,57
9/30/18,77,57
10/1/18,83,68
10/2/18,87,69
10/3/18,87,70
10/4/18,88,71
10/5/18,88,72
10/6/18,86,69
10/7/18,85,71
10/8/18,86,68
10/9/18,82,69
10/10/18,77,56
10/11/18,67,50
10/12/18,60,49
10/13/18,58,53
10/14/18,68,57
10/15/18,62,44
10/16/18,48,43
10/17/18,66,46
10/18/18,64,51
10/19/18,63,47
10/20/18,68,53
10/21/18,59,40
10/22/18,64,39
10/23/18,71,48
10/24/18,66,48
10/25/18,53,48
10/26/18,56,46
10/27/18,72,44
10/28/18,78,55
10/29/18,71,49
10/30/18,76,59
10/31/18,75,56
11/1/18,56,45
11/2/18,60,40
11/3/18,68,43
11/4/18,62,45
11/5/18,61,44
11/6/18,65,48
11/7/18,59,49
11/8/18,57,43
11/9/18,51,35
11/10/18,42,26
11/11/18,46,33
11/12/18,43,33
11/13/18,39,28
11/14/18,31,26
11/15/18,51,23
1/1/15,39,35
1/2/15,44,37
1/3/15,54,44
1/4/15,43,26
1/5/15,34,22
1/6/15,55,25
1/7/15,37,17
1/8/15,34,10
1/9/15,40,22
1/10/15,35,19
1/11/15,39,32
1/12/15,43,35
1/13/15,38,23
1/14/15,40,21
1/15/15,52,32
1/16/15,61,27
1/17/15,66,33
1/18/15,68,35
1/19/15,68,41
1/20/15,68,35
1/21/15,60,34
1/22/15,51,41
1/23/15,50,32
1/24/15,63,29
1/25/15,63,38
1/26/15,62,34
1/27/15,68,39
1/28/15,64,35
1/29/15,67,37
1/30/15,53,32
1/31/15,48,39
2/1/15,58,33
2/2/15,41,26
2/3/15,53,25
2/4/15,59,32
2/5/15,42,27
2/6/15,52,25
2/7/15,68,38
2/8/15,69,51
2/9/15,65,38
2/10/15,51,36
2/11/15,64,34
2/12/15,48,32
2/13/15,48,27
2/14/15,75,29
2/15/15,38,23
2/16/15,30,24
2/17/15,38,20
2/18/15,42,23
2/19/15,30,19
2/20/15,37,25
2/21/15,60,33
2/22/15,43,32
2/23/15,32,22
2/24/15,43,24
2/25/15,34,30
2/26/15,42,27
2/27/15,31,21
2/28/15,38,26
3/1/15,42,28
3/2/15,40,34
3/3/15,57,35
3/4/15,53,25
3/5/15,38,20
3/6/15,38,17
3/7/15,60,28
3/8/15,50,33
3/9/15,50,44
3/10/15,58,48
3/11/15,69,52
3/12/15,57,51
3/13/15,66,57
3/14/15,64,57
3/15/15,72,51
3/16/15,74,48
3/17/15,83,52
3/18/15,57,44
3/19/15,53,43
3/20/15,65,49
3/21/15,59,49
3/22/15,61,50
3/23/15,74,47
3/24/15,80,52
3/25/15,81,56
3/26/15,69,43
3/27/15,58,41
3/28/15,51,39
3/29/15,80,38
3/30/15,74,50
3/31/15,84,57
4/1/15,81,59
4/2/15,81,63
4/3/15,80,51
4/4/15,64,43
4/5/15,59,45
4/6/15,76,54
4/7/15,85,64
4/8/15,85,67
4/9/15,87,66
4/10/15,71,50
4/11/15,74,46
4/12/15,82,50
4/13/15,74,60
4/14/15,69,56
4/15/15,72,56
4/16/15,79,53
4/17/15,80,63
4/18/15,74,63
4/19/15,82,58
4/20/15,70,50
4/21/15,74,46
4/22/15,77,51
4/23/15,64,53
4/24/15,62,52
4/25/15,86,62
4/26/15,70,57
4/27/15,66,53
4/28/15,59,52
4/29/15,79,48
4/30/15,81,50
5/1/15,74,52
5/2/15,79,48
5/3/15,85,53
5/4/15,84,60
5/5/15,86,64
5/6/15,85,64
5/7/15,87,63
5/8/15,82,72
5/9/15,79,67
5/10/15,82,68
5/11/15,80,64
5/12/15,72,58
5/13/15,71,56
5/14/15,84,64
5/15/15,81,68
5/16/15,85,70
5/17/15,85,67
5/18/15,81,69
5/19/15,81,68
5/20/15,83,65
5/21/15,68,54
5/22/15,72,51
5/23/15,82,61
5/24/15,86,70
5/25/15,85,64
5/26/15,81,63
5/27/15,85,67
5/28/15,84,68
5/29/15,88,67
5/30/15,84,69
5/31/15,75,66
6/1/15,77,65
6/2/15,80,64
6/3/15,81,65
6/4/15,87,66
6/5/15,91,67
6/6/15,90,71
6/7/15,94,71
6/8/15,93,75
6/9/15,94,72
6/10/15,94,70
6/11/15,94,72
6/12/15,92,75
6/13/15,87,74
6/14/15,91,73
6/15/15,91,73
6/16/15,92,74
6/17/15,92,73
6/18/15,84,74
6/19/15,90,73
6/20/15,93,71
6/21/15,91,75
6/22/15,93,73
6/23/15,96,76
6/24/15,99,77
6/25/15,96,74
6/26/15,94,71
6/27/15,85,71
6/28/15,89,68
6/29/15,94,71
6/30/15,92,75
7/1/15,91,74
7/2/15,92,77
7/3/15,79,70
7/4/15,85,70
7/5/15,86,71
7/6/15,90,69
7/7/15,92,75
7/8/15,90,75
7/9/15,92,76
7/10/15,94,74
7/11/15,94,76
7/12/15,95,75
7/13/15,95,77
7/14/15,96,79
7/15/15,98,75
7/16/15,94,75
7/17/15,95,75
7/18/15,96,76
7/19/15,97,76
7/20/15,98,76
7/21/15,94,76
7/22/15,94,76
7/23/15,95,77
7/24/15,99,79
7/25/15,99,80
7/26/15,97,77
7/27/15,97,76
7/28/15,98,80
7/29/15,101,79
7/30/15,93,74
7/31/15,94,71
8/1/15,96,70
8/2/15,97,71
8/3/15,98,73
8/4/15,98,72
8/5/15,99,76
8/6/15,99,76
8/7/15,102,79
8/8/15,96,80
8/9/15,100,77
8/10/15,96,79
8/11/15,95,78
8/12/15,93,72
8/13/15,91,68
8/14/15,91,68
8/15/15,93,68
8/16/15,94,71
8/17/15,94,71
8/18/15,97,72
8/19/15,87,67
8/20/15,83,63
8/21/15,88,67
8/22/15,87,72
8/23/15,90,70
8/24/15,85,72
8/25/15,91,62
8/26/15,92,65
8/27/15,88,63
8/28/15,88,61
8/29/15,91,68
8/30/15,96,68
8/31/15,95,71
9/1/15,93,72
9/2/15,96,72
9/3/15,96,71
9/4/15,98,73
9/5/15,98,73
9/6/15,98,75
9/7/15,99,73
9/8/15,99,74
9/9/15,83,71
9/10/15,93,67
9/11/15,88,67
9/12/15,80,58
9/13/15,81,52
9/14/15,87,56
9/15/15,90,56
9/16/15,92,66
9/17/15,95,67
9/18/15,97,68
9/19/15,89,70
9/20/15,81,63
9/21/15,87,62
9/22/15,90,60
9/23/15,91,60
9/24/15,92,64
9/25/15,90,64
9/26/15,88,63
9/27/15,85,66
9/28/15,84,71
9/29/15,87,69
9/30/15,83,67
10/1/15,80,58
10/2/15,75,53
10/3/15,68,56
10/4/15,69,55
10/5/15,80,59
10/6/15,87,64
10/7/15,88,65
10/8/15,89,64
10/9/15,86,61
10/10/15,77,53
10/11/15,85,49
10/12/15,93,61
10/13/15,85,53
10/14/15,93,51
10/15/15,98,54
10/16/15,76,53
10/17/15,70,48
10/18/15,69,45
10/19/15,77,44
10/20/15,81,47
10/21/15,86,52
10/22/15,85,54
10/23/15,70,67
10/24/15,72,60
10/25/15,60,55
10/26/15,62,56
10/27/15,65,62
10/28/15,71,58
10/29/15,76,52
10/30/15,69,45
10/31/15,64,58
11/1/15,67,58
11/2/15,71,56
11/3/15,69,58
11/4/15,71,59
11/5/15,78,61
11/6/15,71,61
11/7/15,61,52
11/8/15,66,44
11/9/15,67,42
11/10/15,73,44
11/11/15,75,54
11/12/15,66,44
11/13/15,67,42
11/14/15,68,38
11/15/15,66,43
11/16/15,66,51
11/17/15,73,54
11/18/15,62,44
11/19/15,68,40
11/20/15,62,40
11/21/15,53,32
11/22/15,49,30
11/23/15,63,31
11/24/15,63,36
11/25/15,66,40
11/26/15,74,59
11/27/15,68,51
11/28/15,51,47
11/29/15,48,45
11/30/15,52,46
12/1/15,52,41
12/2/15,53,36
12/3/15,55,33
12/4/15,54,34
12/5/15,59,32
12/6/15,65,33
12/7/15,64,36
12/8/15,68,36
12/9/15,71,46
12/10/15,72,40
12/11/15,77,58
12/12/15,76,63
12/13/15,71,52
12/14/15,65,43
12/15/15,69,40
12/16/15,63,43
12/17/15,53,35
12/18/15,50,33
12/19/15,59,29
12/20/15,59,37
12/21/15,66,55
12/22/15,65,38
12/23/15,74,56
12/24/15,71,45
12/25/15,61,54
12/26/15,81,54
12/27/15,70,46
12/28/15,51,39
12/29/15,43,37
12/30/15,49,35
12/31/15,46,31
1/1/16,49,33
1/2/16,54,29
1/3/16,55,34
1/4/16,40,27
1/5/16,43,25
1/6/16,52,27
1/7/16,48,41
1/8/16,66,48
1/9/16,54,37
1/10/16,37,25
1/11/16,46,23
1/12/16,57,29
1/13/16,60,29
1/14/16,65,33
1/15/16,67,40
1/16/16,44,34
1/17/16,50,27
1/18/16,35,22
1/19/16,37,23
1/20/16,36,31
1/21/16,35,31
1/22/16,43,31
1/23/16,40,28
1/24/16,45,25
1/25/16,65,39
1/26/16,53,35
1/27/16,48,28
1/28/16,66,29
1/29/16,69,34
1/30/16,73,48
1/31/16,75,57
2/1/16,60,52
2/2/16,75,53
2/3/16,52,35
2/4/16,51,29
2/5/16,56,27
2/6/16,57,29
2/7/16,61,31
2/8/16,52,37
2/9/16,51,33
2/10/16,54,27
2/11/16,54,31
2/12/16,64,32
2/13/16,46,31
2/14/16,53,33
2/15/16,55,38
2/16/16,68,42
2/17/16,59,34
2/18/16,74,37
2/19/16,73,56
2/20/16,69,62
2/21/16,75,62
2/22/16,62,46
2/23/16,48,41
2/24/16,50,35
2/25/16,53,31
2/26/16,57,29
2/27/16,71,35
2/28/16,73,44
2/29/16,68,46
3/1/16,67,43
3/2/16,58,35
3/3/16,65,46
3/4/16,62,41
3/5/16,75,41
3/6/16,75,44
3/7/16,71,56
3/8/16,77,59
3/9/16,62,59
3/10/16,66,56
3/11/16,56,52
3/12/16,66,55
3/13/16,71,53
3/14/16,79,51
3/15/16,87,63
3/16/16,74,50
3/17/16,69,44
3/18/16,66,51
3/19/16,61,44
3/20/16,53,36
3/21/16,63,32
3/22/16,73,41
3/23/16,71,60
3/24/16,68,42
3/25/16,57,37
3/26/16,72,38
3/27/16,77,47
3/28/16,66,40
3/29/16,71,42
3/30/16,70,59
3/31/16,85,58
4/1/16,61,47
4/2/16,69,43
4/3/16,77,44
4/4/16,83,50
4/5/16,70,53
4/6/16,74,54
4/7/16,81,49
4/8/16,72,49
4/9/16,67,44
4/10/16,82,56
4/11/16,70,54
4/12/16,65,50
4/13/16,64,49
4/14/16,68,51
4/15/16,66,59
4/16/16,68,60
4/17/16,78,59
4/18/16,76,63
4/19/16,64,59
4/20/16,72,61
4/21/16,79,55
4/22/16,80,53
4/23/16,81,53
4/24/16,82,55
4/25/16,82,59
4/26/16,83,68
4/27/16,83,64
4/28/16,84,57
4/29/16,70,62
4/30/16,81,64
5/1/16,82,64
5/2/16,71,56
5/3/16,72,55
5/4/16,83,50
5/5/16,79,54
5/6/16,79,50
5/7/16,86,53
5/8/16,81,59
5/9/16,74,63
5/10/16,87,66
5/11/16,86,70
5/12/16,82,64
5/13/16,82,54
5/14/16,72,58
5/15/16,72,58
5/16/16,65,59
5/17/16,83,59
5/18/16,68,56
5/19/16,76,53
5/20/16,77,57
5/21/16,82,60
5/22/16,83,59
5/23/16,83,57
5/24/16,88,64
5/25/16,85,66
5/26/16,87,71
5/27/16,82,68
5/28/16,85,65
5/29/16,92,65
5/30/16,87,64
5/31/16,85,66
6/1/16,81,70
6/2/16,83,70
6/3/16,85,72
6/4/16,84,71
6/5/16,88,68
6/6/16,89,65
6/7/16,93,66
6/8/16,89,70
6/9/16,91,67
6/10/16,93,70
6/11/16,95,73
6/12/16,92,75
6/13/16,88,73
6/14/16,88,75
6/15/16,95,78
6/16/16,97,76
6/17/16,98,79
6/18/16,92,75
6/19/16,91,76
6/20/16,93,74
6/21/16,96,77
6/22/16,96,78
6/23/16,95,79
6/24/16,97,79
6/25/16,96,75
6/26/16,98,79
6/27/16,96,74
6/28/16,93,73
6/29/16,93,74
6/30/16,93,71
7/1/16,95,75
7/2/16,95,76
7/3/16,95,77
7/4/16,92,76
7/5/16,94,78
7/6/16,96,79
7/7/16,95,78
7/8/16,98,79
7/9/16,91,73
7/10/16,94,70
7/11/16,92,70
7/12/16,94,76
7/13/16,95,78
7/14/16,96,71
7/15/16,91,71
7/16/16,93,73
7/17/16,97,77
7/18/16,98,79
7/19/16,98,80
7/20/16,98,81
7/21/16,99,81
7/22/16,105,82
7/23/16,100,77
7/24/16,95,77
7/25/16,97,76
7/26/16,97,80
7/27/16,92,77
7/28/16,92,77
7/29/16,93,75
7/30/16,94,74
7/31/16,93,73
8/1/16,97,77
8/2/16,99,77
8/3/16,100,79
8/4/16,100,80
8/5/16,101,79
8/6/16,84,76
8/7/16,94,74
8/8/16,87,74
8/9/16,96,76
8/10/16,95,77
8/11/16,95,80
8/12/16,96,79
8/13/16,83,75
8/14/16,80,74
8/15/16,84,75
8/16/16,80,73
8/17/16,85,75
8/18/16,83,76
8/19/16,89,77
8/20/16,80,76
8/21/16,86,71
8/22/16,87,68
8/23/16,93,75
8/24/16,96,77
8/25/16,96,77
8/26/16,94,76
8/27/16,93,75
8/28/16,95,76
8/29/16,95,77
8/30/16,96,78
8/31/16,96,78
9/1/16,91,74
9/2/16,86,68
9/3/16,87,65
9/4/16,92,66
9/5/16,95,74
9/6/16,95,76
9/7/16,95,76
9/8/16,96,77
9/9/16,94,77
9/10/16,89,67
9/11/16,87,63
9/12/16,91,64
9/13/16,94,72
9/14/16,96,75
9/15/16,95,74
9/16/16,96,73
9/17/16,90,73
9/18/16,83,70
9/19/16,91,67
9/20/16,92,70
9/21/16,93,69
9/22/16,94,69
9/23/16,93,70
9/24/16,94,73
9/25/16,94,73
9/26/16,80,62
9/27/16,82,58
9/28/16,93,57
9/29/16,80,55
9/30/16,79,60
10/1/16,78,55
10/2/16,83,54
10/3/16,82,57
10/4/16,85,57
10/5/16,90,63
10/6/16,88,62
10/7/16,88,58
10/8/16,75,50
10/9/16,78,47
10/10/16,75,52
10/11/16,83,52
10/12/16,82,62
10/13/16,70,57
10/14/16,63,56
10/15/16,81,61
10/16/16,84,63
10/17/16,86,65
10/18/16,83,68
10/19/16,86,66
10/20/16,71,52
10/21/16,68,48
10/22/16,72,43
10/23/16,75,44
10/24/16,80,53
10/25/16,77,53
10/26/16,77,52
10/27/16,82,56
10/28/16,82,56
10/29/16,82,55
10/30/16,84,54
10/31/16,85,59
11/1/16,83,54
11/2/16,80,62
11/3/16,82,60
11/4/16,75,51
11/5/16,67,48
11/6/16,74,44
11/7/16,67,55
11/8/16,66,54
11/9/16,68,44
11/10/16,69,40
11/11/16,75,45
11/12/16,64,39
11/13/16,64,32
11/14/16,70,36
11/15/16,76,46
11/16/16,81,44
11/17/16,79,48
11/18/16,71,44
11/19/16,56,34
11/20/16,57,29
11/21/16,63,32
11/22/16,64,39
11/23/16,62,52
11/24/16,53,40
11/25/16,55,38
11/26/16,52,34
11/27/16,52,32
11/28/16,55,47
11/29/16,65,48
11/30/16,55,36
12/1/16,61,30
12/2/16,63,32
12/3/16,48,42
12/4/16,47,40
12/5/16,45,37
12/6/16,56,42
12/7/16,43,38
12/8/16,40,27
12/9/16,38,20
12/10/16,44,23
12/11/16,59,41
12/12/16,55,41
12/13/16,57,39
12/14/16,46,35
12/15/16,38,26
12/16/16,59,25
12/17/16,77,31
12/18/16,31,20
12/19/16,35,12
12/20/16,47,16
12/21/16,63,34
12/22/16,54,33
12/23/16,49,34
12/24/16,54,49
12/25/16,67,51
12/26/16,75,59
12/27/16,60,37
12/28/16,53,36
12/29/16,57,39
12/30/16,57,29
12/31/16,47,41
1/1/17,46,43
1/2/17,56,45
1/3/17,57,40
1/4/17,41,26
1/5/17,37,29
1/6/17,29,18
1/7/17,31,12
1/8/17,33,13
1/9/17,50,20
1/10/17,71,50
1/11/17,73,55
1/12/17,75,54
1/13/17,54,39
1/14/17,46,39
1/15/17,46,41
1/16/17,67,44
1/17/17,57,46
1/18/17,49,43
1/19/17,54,46
1/20/17,69,48
1/21/17,69,45
1/22/17,56,48
1/23/17,57,39
1/24/17,66,34
1/25/17,62,43
1/26/17,48,34
1/27/17,52,27
1/28/17,56,30
1/29/17,57,36
1/30/17,68,31
1/31/17,75,38
2/1/17,67,45
2/2/17,52,37
2/3/17,48,31
2/4/17,42,24
2/5/17,57,39
2/6/17,73,50
2/7/17,80,54
2/8/17,74,35
2/9/17,46,29
2/10/17,71,32
2/11/17,79,63
2/12/17,72,50
2/13/17,56,39
2/14/17,50,39
2/15/17,57,38
2/16/17,64,31
2/17/17,69,35
2/18/17,65,48
2/19/17,76,45
2/20/17,79,50
2/21/17,62,57
2/22/17,62,51
2/23/17,79,47
2/24/17,70,47
2/25/17,52,32
2/26/17,59,31
2/27/17,59,43
2/28/17,81,57
3/1/17,70,45
3/2/17,62,35
3/3/17,59,36
3/4/17,70,35
3/5/17,59,47
3/6/17,72,53
3/7/17,68,41
3/8/17,69,36
3/9/17,73,44
3/10/17,65,44
3/11/17,46,34
3/12/17,50,31
3/13/17,56,32
3/14/17,45,35
3/15/17,44,28
3/16/17,51,39
3/17/17,76,49
3/18/17,79,53
3/19/17,75,49
3/20/17,85,52
3/21/17,86,54
3/22/17,64,48
3/23/17,83,45
3/24/17,77,58
3/25/17,72,50
3/26/17,77,45
3/27/17,81,56
3/28/17,76,53
3/29/17,81,57
3/30/17,66,53
3/31/17,75,46
4/1/17,71,50
4/2/17,70,54
4/3/17,75,55
4/4/17,82,51
4/5/17,70,46
4/6/17,68,44
4/7/17,70,42
4/8/17,79,44
4/9/17,81,58
4/10/17,76,62
4/11/17,66,53
4/12/17,77,51
4/13/17,83,57
4/14/17,83,61
4/15/17,81,60
4/16/17,79,63
4/17/17,75,62
4/18/17,79,63
4/19/17,83,60
4/20/17,83,63
4/21/17,72,57
4/22/17,60,50
4/23/17,72,49
4/24/17,76,45
4/25/17,81,49
4/26/17,73,51
4/27/17,68,44
4/28/17,83,54
4/29/17,85,64
4/30/17,71,53
5/1/17,75,47
5/2/17,80,46
5/3/17,70,56
5/4/17,56,48
5/5/17,74,51
5/6/17,80,48
5/7/17,78,54
5/8/17,84,56
5/9/17,84,58
5/10/17,83,62
5/11/17,81,64
5/12/17,72,61
5/13/17,77,55
5/14/17,80,53
5/15/17,84,58
5/16/17,86,63
5/17/17,82,66
5/18/17,87,69
5/19/17,87,65
5/20/17,78,63
5/21/17,79,59
5/22/17,72,58
5/23/17,79,60
5/24/17,72,53
5/25/17,80,50
5/26/17,82,65
5/27/17,89,74
5/28/17,82,64
5/29/17,85,63
5/30/17,87,62
5/31/17,87,61
6/1/17,83,65
6/2/17,82,65
6/3/17,86,68
6/4/17,80,70
6/5/17,78,69
6/6/17,89,67
6/7/17,83,62
6/8/17,83,59
6/9/17,84,57
6/10/17,86,60
6/11/17,89,66
6/12/17,88,71
6/13/17,87,69
6/14/17,91,72
6/15/17,87,69
6/16/17,92,72
6/17/17,88,68
6/18/17,83,71
6/19/17,88,63
6/20/17,90,66
6/21/17,87,67
6/22/17,86,74
6/23/17,90,70
6/24/17,83,68
6/25/17,85,65
6/26/17,84,66
6/27/17,85,63
6/28/17,88,67
6/29/17,88,71
6/30/17,88,69
7/1/17,91,68
7/2/17,89,68
7/3/17,87,70
7/4/17,88,73
7/5/17,84,71
7/6/17,91,72
7/7/17,94,72
7/8/17,90,69
7/9/17,89,71
7/10/17,91,69
7/11/17,92,72
7/12/17,92,74
7/13/17,93,73
7/14/17,92,73
7/15/17,91,72
7/16/17,91,74
7/17/17,92,72
7/18/17,94,71
7/19/17,95,75
7/20/17,96,77
7/21/17,96,77
7/22/17,96,76
7/23/17,96,71
7/24/17,92,71
7/25/17,94,76
7/26/17,95,76
7/27/17,95,76
7/28/17,86,75
7/29/17,88,69
7/30/17,86,66
7/31/17,88,66
8/1/17,86,70
8/2/17,83,69
8/3/17,88,69
8/4/17,85,72
8/5/17,86,71
8/6/17,81,71
8/7/17,79,70
8/8/17,86,68
8/9/17,88,70
8/10/17,90,71
8/11/17,86,72
8/12/17,87,72
8/13/17,78,69
8/14/17,80,73
8/15/17,89,73
8/16/17,92,75
8/17/17,89,74
8/18/17,92,71
8/19/17,93,70
8/20/17,95,76
8/21/17,92,75
8/22/17,93,74
8/23/17,84,70
8/24/17,84,65
8/25/17,85,63
8/26/17,81,68
8/27/17,87,71
8/28/17,85,70
8/29/17,85,67
8/30/17,82,69
8/31/17,76,69
9/1/17,84,66
9/2/17,83,62
9/3/17,89,65
9/4/17,90,70
9/5/17,80,62
9/6/17,78,57
9/7/17,78,53
9/8/17,82,55
9/9/17,82,58
9/10/17,83,59
9/11/17,81,57
9/12/17,66,62
9/13/17,82,63
9/14/17,87,60
9/15/17,87,62
9/16/17,90,65
9/17/17,92,68
9/18/17,91,70
9/19/17,90,69
9/20/17,92,71
9/21/17,91,71
9/22/17,93,71
9/23/17,92,70
9/24/17,91,69
9/25/17,89,66
9/26/17,88,66
9/27/17,89,70
9/28/17,84,65
9/29/17,83,62
9/30/17,82,58
10/1/17,83,56
10/2/17,83,66
10/3/17,82,69
10/4/17,85,66
10/5/17,85,63
10/6/17,85,61
10/7/17,90,65
10/8/17,89,69
10/9/17,91,68
10/10/17,85,55
10/11/17,69,53
10/12/17,77,50
10/13/17,85,57
10/14/17,90,61
10/15/17,76,53
10/16/17,69,46
10/17/17,72,42
10/18/17,77,44
10/19/17,79,47
10/20/17,75,50
10/21/17,81,57
10/22/17,74,53
10/23/17,76,44
10/24/17,66,46
10/25/17,71,38
10/26/17,80,43
10/27/17,61,39
10/28/17,51,31
10/29/17,63,28
10/30/17,73,37
10/31/17,49,40
11/1/17,67,44
11/2/17,83,64
11/3/17,85,62
11/4/17,83,59
11/5/17,80,69
11/6/17,71,54
11/7/17,56,49
11/8/17,52,44
11/9/17,64,38
11/10/17,58,37
11/11/17,63,33
11/12/17,72,51
11/13/17,62,41
11/14/17,62,40
11/15/17,61,50
11/16/17,61,44
11/17/17,73,51
11/18/17,78,42
11/19/17,58,34
11/20/17,59,29
11/21/17,62,35
11/22/17,51,30
11/23/17,59,29
11/24/17,69,34
11/25/17,72,41
11/26/17,67,35
11/27/17,71,34
11/28/17,70,42
11/29/17,72,40
11/30/17,69,45
12/1/17,60,39
12/2/17,68,39
12/3/17,73,47
12/4/17,69,48
12/5/17,60,37
12/6/17,52,37
12/7/17,43,31
12/8/17,42,25
12/9/17,53,24
12/10/17,62,26
12/11/17,72,34
12/12/17,54,33
12/13/17,64,27
12/14/17,55,35
12/15/17,53,27
12/16/17,56,27
12/17/17,46,42
12/18/17,57,42
12/19/17,56,46
12/20/17,60,49
12/21/17,64,48
12/22/17,61,47
12/23/17,47,39
12/24/17,45,29
12/25/17,37,27
12/26/17,40,27
12/27/17,34,20
12/28/17,32,15
12/29/17,45,22
12/30/17,42,29
12/31/17,31,16
1/1/18,24,10
1/2/18,23,11
1/3/18,40,14
1/4/18,38,21
1/5/18,50,16
1/6/18,39,21
1/7/18,48,24
1/8/18,47,41
1/9/18,46,41
1/10/18,58,43
1/11/18,65,31
1/12/18,39,23
1/13/18,35,21
1/14/18,34,23
1/15/18,48,21
1/16/18,22,9
1/17/18,28,7
1/18/18,41,12
1/19/18,45,21
1/20/18,61,36
1/21/18,66,59
1/22/18,65,43
1/23/18,53,38
1/24/18,58,27
1/25/18,64,27
1/26/18,65,28
1/27/18,59,44
1/28/18,60,35
1/29/18,50,26
1/30/18,43,23
1/31/18,67,29
2/1/18,52,34
2/2/18,39,25
2/3/18,48,25
2/4/18,59,27
2/5/18,43,20
2/6/18,43,32
2/7/18,43,27
2/8/18,50,24
2/9/18,64,28
2/10/18,54,38
2/11/18,38,30
2/12/18,46,27
2/13/18,44,28
2/14/18,58,42
2/15/18,77,58
2/16/18,69,43
2/17/18,50,34
2/18/18,51,33
2/19/18,77,51
2/20/18,81,60
2/21/18,60,37
2/22/18,47,37
2/23/18,55,47
2/24/18,72,52
2/25/18,54,40
2/26/18,63,35
2/27/18,64,36
2/28/18,63,52
3/1/18,67,47
3/2/18,60,39
3/3/18,61,36
3/4/18,56,39
3/5/18,76,50
3/6/18,64,37
3/7/18,54,31
3/8/18,59,31
3/9/18,72,34
3/10/18,72,53
3/11/18,66,44
3/12/18,58,36
3/13/18,60,33
3/14/18,63,32
3/15/18,74,35
3/16/18,76,54
3/17/18,81,50
3/18/18,61,48
3/19/18,75,49
3/20/18,59,47
3/21/18,63,41
3/22/18,69,37
3/23/18,76,47
3/24/18,79,59
3/25/18,60,46
3/26/18,82,49
3/27/18,83,62
3/28/18,65,58
3/29/18,70,51
3/30/18,66,43
3/31/18,77,43
4/1/18,64,43
4/2/18,57,39
4/3/18,83,44
4/4/18,57,35
4/5/18,60,37
4/6/18,56,48
4/7/18,48,31
4/8/18,51,28
4/9/18,62,36
4/10/18,64,41
4/11/18,76,39
4/12/18,83,53
4/13/18,78,59
4/14/18,61,40
4/15/18,51,39
4/16/18,67,32
4/17/18,85,42
4/18/18,84,55
4/19/18,62,43
4/20/18,68,38
4/21/18,73,46
4/22/18,68,53
4/23/18,63,52
4/24/18,80,50
4/25/18,73,53
4/26/18,69,52
4/27/18,78,50
4/28/18,84,47
4/29/18,71,48
4/30/18,80,48
5/1/18,83,56
5/2/18,84,61
5/3/18,82,66
5/4/18,76,65
5/5/18,82,61
5/6/18,88,57
5/7/18,88,58
5/8/18,91,61
5/9/18,89,66
5/10/18,88,61
5/11/18,89,64
5/12/18,89,64
5/13/18,91,64
5/14/18,92,68
5/15/18,86,67
5/16/18,90,66
5/17/18,84,65
5/18/18,88,63
5/19/18,92,68
5/20/18,91,69
5/21/18,82,69
5/22/18,84,69
5/23/18,88,67
5/24/18,88,66
5/25/18,87,68
5/26/18,86,67
5/27/18,89,67
5/28/18,91,71
5/29/18,88,70
5/30/18,92,71
5/31/18,90,73
6/1/18,92,72
6/2/18,93,71
6/3/18,86,67
6/4/18,86,62
6/5/18,88,67
6/6/18,89,65
6/7/18,91,67
6/8/18,90,71
6/9/18,91,68
6/10/18,92,68
6/11/18,89,71
6/12/18,92,72
6/13/18,92,71
6/14/18,93,69
6/15/18,92,73
6/16/18,93,74
6/17/18,91,74
6/18/18,89,72
6/19/18,88,69
6/20/18,80,71
6/21/18,92,72
6/22/18,93,70
6/23/18,88,70
6/24/18,90,70
6/25/18,91,68
6/26/18,94,77
6/27/18,96,78
6/28/18,97,75
6/29/18,94,72
6/30/18,96,75
7/1/18,96,74
7/2/18,95,75
7/3/18,93,76
7/4/18,94,75
7/5/18,95,77
7/6/18,96,72
7/7/18,93,72
7/8/18,92,73
7/9/18,91,71
7/10/18,94,73
7/11/18,96,75
7/12/18,97,75
7/13/18,99,75
7/14/18,100,75
7/15/18,101,74
