"","lon","lat"
"1",-92.3315431,34.6966553
"2",-92.3758667,34.6482795
"3",-92.3759077,34.7697605
"4",-92.3752497,34.6500624
"5",-92.2895948,34.7464809
"6",-92.3892689,34.6529643
"7",-92.2895948,34.7464809
"8",-92.4088297,34.7576014
"9",-92.2846453,34.7298794
"10",-92.289988,34.7438376
"11",-92.2809286,34.7106834
"12",-92.3584871,34.6562697
"13",-92.304131,34.688131
"14",-92.2895948,34.7464809
"15",-92.3724348,34.6506785
"16",-92.3696972,34.6511635
"17",-92.2895948,34.7464809
"18",-92.2895948,34.7464809
"19",-92.2895948,34.7464809
"20",-92.2895948,34.7464809
"21",-92.3674995,34.6525881
"22",-92.2895948,34.7464809
"23",-92.4173489,34.7925259
"24",-92.3081925,34.7425765
"25",-92.391294,34.6595976
"26",-92.2895948,34.7464809
"27",-92.391015,34.6265343
"28",-92.2895948,34.7464809
"29",-92.2895948,34.7464809
"30",-92.3582382,34.6499834
"31",-92.2895948,34.7464809
"32",-92.3434678,34.6868458
"33",-92.2639324,34.7431783
"34",-92.3065323,34.7345341
"35",-92.2895948,34.7464809
"36",-92.3775634,34.6490673
"37",-92.4088297,34.7576014
"38",-92.331377,34.7011934
"39",-92.3235972,34.744325
"40",-92.3881959,34.6540729
"41",-92.3888639,34.6573128
"42",-92.2895948,34.7464809
"43",-92.3716262,34.6365123
"44",-92.304131,34.688131
"45",-92.390587,34.640513
"46",-92.3888639,34.6573128
"47",-92.2895948,34.7464809
"48",-92.3888639,34.6573128
"49",-92.3129385,34.7472653
"50",-92.4088297,34.7576014
"51",-92.2895948,34.7464809
"52",-92.3653598,34.6769217
"53",-92.3714708,34.6505244
"54",-92.4128818,34.627101
"55",-92.4159887,34.6299992
"56",-92.4088297,34.7576014
"57",-92.2895948,34.7464809
"58",-92.4008035,34.6556495
"59",-92.3712391,34.6581405
"60",-92.3817389,34.6310375
"61",-92.3714708,34.6527704
"62",-92.3402742,34.7802925
"63",-92.2639324,34.7431783
"64",-92.2895948,34.7464809
"65",-92.2625272,34.7470283
"66",-92.356384,34.74228
"67",-92.4088297,34.7576014
"68",-92.3175716,34.7258264
"69",-92.4088297,34.7576014
"70",-92.3687718,34.6449182
"71",-92.2895948,34.7464809
"72",-92.3716262,34.6365123
"73",-92.3860482,34.6613842
"74",-92.3716262,34.6365123
"75",-92.3776369,34.674427
"76",-92.423202,34.669112
"77",-92.2809477,34.7104051
"78",-92.289988,34.7438376
"79",-92.409336,34.7088337
"80",-92.376042,34.7400383
"81",-92.3681549,34.6447573
"82",-92.3695237,34.6477329
"83",-92.3729939,34.649739
"84",-92.3978523,34.6593829
"85",-92.3970421,34.6597011
"86",-92.3901817,34.6585384
"87",-92.3524416,34.7179754
